Id,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
1100,Aug,3,Wednesday,Honda,Urban,Friday,Aug,4,Male,Single,43,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,1100,12,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1101,Feb,2,Monday,Mazda,Urban,Friday,Feb,2,Male,Married,43,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1101,5,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
1102,Sep,2,Tuesday,Honda,Urban,Monday,Sep,3,Male,Married,60,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1102,8,400,3,more than 30,more than 30,none,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision
1103,Nov,4,Friday,Mazda,Urban,Thursday,Nov,5,Male,Single,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1103,2,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,Yes,No,External,1 to 2,no change,1 vehicle,1994,Collision
1104,Feb,2,Monday,Mazda,Urban,Monday,Feb,2,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1104,5,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
1105,Nov,4,Sunday,Honda,Urban,Thursday,Nov,5,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1105,3,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1106,Nov,5,Tuesday,Saab,Urban,Friday,Dec,1,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,1106,4,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
1107,Nov,5,Wednesday,Accura,Urban,Tuesday,Dec,1,Female,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1107,13,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
1108,Dec,1,Friday,Toyota,Urban,Monday,Dec,1,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,1108,2,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,3 to 4,1994,Collision
1109,Nov,4,Saturday,Ford,Urban,Thursday,Dec,4,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1109,14,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
1110,Oct,2,Wednesday,Toyota,Urban,Friday,Oct,3,Female,Single,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1110,11,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
1111,Oct,2,Thursday,Chevrolet,Urban,Monday,Oct,4,Male,Married,26,Policy Holder,Sedan - Liability,Sport,more than 69000,0,1111,2,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
1112,Sep,2,Sunday,Toyota,Rural,Monday,Sep,2,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1112,2,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision
1113,Aug,5,Thursday,Chevrolet,Urban,Monday,Sep,1,Male,Married,55,Third Party,Sedan - All Perils,Sedan,more than 69000,0,1113,3,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
1114,Aug,5,Tuesday,Mazda,Urban,Wednesday,Aug,5,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1114,1,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision
1115,Feb,2,Tuesday,Pontiac,Urban,Monday,Feb,4,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,1115,7,400,1,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
1116,Aug,5,Monday,Pontiac,Urban,Friday,Sep,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1116,16,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
1117,Aug,4,Friday,Pontiac,Urban,Monday,Aug,5,Female,Married,26,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,1117,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,Internal,3 to 5,no change,1 vehicle,1994,Collision
1118,Aug,4,Friday,Honda,Urban,Tuesday,Aug,5,Male,Married,65,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1118,6,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1119,Aug,4,Monday,Saab,Urban,Friday,Sep,3,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1119,1,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
1120,Aug,3,Thursday,VW,Urban,Wednesday,Aug,4,Male,Single,54,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1120,9,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
1121,Aug,3,Wednesday,Pontiac,Urban,Thursday,Aug,3,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1121,9,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
1122,Aug,3,Tuesday,Pontiac,Urban,Friday,Aug,3,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1122,13,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1123,Jun,1,Friday,Chevrolet,Urban,Thursday,Jun,2,Male,Married,46,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,1123,14,500,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,2 to 3 years,1 vehicle,1994,Collision
1124,May,5,Wednesday,Honda,Urban,Wednesday,May,5,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1124,16,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1125,Apr,4,Saturday,Pontiac,Urban,Wednesday,May,2,Male,Married,27,Third Party,Sedan - Liability,Sport,20000 to 29000,0,1125,8,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
1126,Apr,2,Wednesday,Pontiac,Urban,Monday,Apr,4,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1126,1,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1994,Collision
1127,Apr,2,Thursday,VW,Urban,Thursday,Apr,2,Male,Single,22,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1127,4,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1128,Dec,2,Monday,Mazda,Urban,Tuesday,Dec,2,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1128,6,400,1,more than 30,more than 30,1,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1994,All Perils
1129,Dec,2,Monday,Pontiac,Urban,Monday,Dec,2,Male,Married,51,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1129,10,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
1130,Dec,2,Saturday,Ford,Urban,Wednesday,Dec,3,Female,Married,49,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,1130,12,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1131,Dec,2,Friday,Toyota,Urban,Tuesday,Dec,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1131,9,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
1132,Nov,5,Wednesday,Pontiac,Urban,Thursday,Dec,1,Female,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1132,8,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
1133,Nov,5,Tuesday,Toyota,Rural,Tuesday,Nov,5,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1133,5,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
1134,Nov,3,Wednesday,Toyota,Urban,Friday,Nov,3,Female,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1134,3,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
1135,Nov,3,Monday,Pontiac,Urban,Wednesday,Nov,4,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1135,5,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils
1136,Oct,4,Friday,Pontiac,Urban,Friday,Oct,5,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1136,11,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
1137,Oct,3,Thursday,Mazda,Urban,Thursday,Oct,4,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1137,13,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
1138,Oct,2,Saturday,Pontiac,Urban,Monday,Oct,2,Female,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1138,4,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
1139,Sep,3,Wednesday,Pontiac,Urban,Friday,Sep,3,Male,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1139,1,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
1140,Sep,1,Monday,Pontiac,Urban,Monday,Sep,1,Male,Married,47,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1140,10,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1141,Aug,5,Monday,Chevrolet,Urban,Tuesday,Aug,5,Male,Single,21,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1141,14,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Liability
1142,Aug,3,Wednesday,Honda,Urban,Tuesday,Aug,4,Male,Single,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1142,12,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
1143,Aug,3,Sunday,Honda,Urban,Thursday,Aug,3,Male,Married,47,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1143,16,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
1144,Feb,2,Wednesday,Mazda,Rural,Wednesday,Feb,2,Female,Single,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1144,16,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1145,Aug,1,Monday,Pontiac,Urban,Monday,Aug,1,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1145,1,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1146,Aug,1,Monday,Honda,Urban,Tuesday,Aug,2,Male,Married,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1146,2,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
1147,Jul,5,Thursday,Chevrolet,Urban,Thursday,Aug,1,Male,Married,40,Policy Holder,Utility - All Perils,Utility,more than 69000,0,1147,3,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
1148,Feb,2,Thursday,Honda,Urban,Monday,Feb,4,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,1148,5,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
1149,Jul,4,Monday,Toyota,Urban,Thursday,Jul,5,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1149,9,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1994,Collision
1150,Jul,3,Tuesday,Honda,Urban,Wednesday,Aug,3,Male,Single,20,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1150,1,400,3,more than 30,more than 30,none,2 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
1151,Jul,2,Wednesday,Honda,Urban,Friday,Jul,3,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1151,15,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1152,Jul,1,Monday,Chevrolet,Urban,Monday,Jul,1,Male,Married,39,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,1152,8,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
1153,Jun,5,Thursday,Toyota,Urban,Friday,Jul,3,Female,Single,24,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1153,16,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,All Perils
1154,Jun,5,Wednesday,Mazda,Urban,Friday,Jul,1,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1154,3,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1155,Jun,5,Tuesday,Pontiac,Urban,Monday,Jul,1,Male,Single,23,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,1155,15,400,2,more than 30,more than 30,1,3 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,All Perils
1156,Sep,4,Tuesday,Chevrolet,Urban,Thursday,Oct,1,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1156,5,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Collision
1157,Dec,2,Tuesday,Mazda,Urban,Tuesday,Dec,2,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1157,9,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1994,Collision
1158,Feb,2,Friday,Honda,Urban,Saturday,Feb,2,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1158,5,400,4,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1159,Feb,1,Friday,Chevrolet,Urban,Tuesday,Feb,2,Male,Single,53,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1159,3,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1160,Jan,2,Tuesday,Chevrolet,Rural,Monday,Feb,2,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1160,12,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
1161,Feb,2,Sunday,Pontiac,Urban,Friday,Feb,3,Male,Single,27,Third Party,Sedan - Liability,Sport,30000 to 39000,0,1161,6,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1162,Feb,4,Saturday,Chevrolet,Urban,Tuesday,Feb,5,Male,Married,53,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,1162,10,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
1163,Oct,1,Sunday,Honda,Urban,Thursday,Oct,3,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1163,7,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
1164,Mar,2,Monday,Mazda,Urban,Wednesday,Mar,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1164,6,400,2,8 to 15,15 to 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
1165,Mar,1,Sunday,Mazda,Urban,Monday,Mar,2,Female,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1165,4,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1166,Apr,1,Wednesday,Toyota,Urban,Thursday,Apr,2,Male,Married,65,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1166,9,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
1167,Apr,2,Tuesday,Pontiac,Urban,Wednesday,Apr,2,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1167,11,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1168,Feb,2,Friday,Toyota,Urban,Thursday,Feb,3,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,1168,4,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
1169,Apr,2,Friday,Toyota,Urban,Tuesday,Apr,2,Female,Married,30,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,1169,13,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
1170,Mar,4,Thursday,Honda,Urban,Friday,Apr,1,Female,Single,23,Third Party,Sport - Collision,Sport,more than 69000,0,1170,3,400,1,more than 30,more than 30,none,6 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
1171,Mar,4,Wednesday,Chevrolet,Urban,Thursday,Mar,4,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1171,6,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
1172,Dec,1,Monday,Chevrolet,Urban,Friday,Dec,3,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1172,11,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
1173,Apr,4,Wednesday,Toyota,Rural,Tuesday,May,1,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1173,14,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
1174,Apr,5,Thursday,Toyota,Rural,Friday,Apr,5,Female,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1174,15,500,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1994,Liability
1175,May,2,Monday,Pontiac,Urban,Friday,Jun,2,Male,Single,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1175,14,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
1176,May,4,Monday,Toyota,Urban,Thursday,Jun,1,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1176,9,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
1177,May,3,Friday,Pontiac,Rural,Tuesday,May,4,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1177,11,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,All Perils
1178,Jun,4,Saturday,Toyota,Rural,Monday,Jun,4,Male,Single,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1178,9,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
1179,Aug,2,Tuesday,Honda,Urban,Thursday,Aug,2,Female,Single,16,Third Party,Sport - Collision,Sport,more than 69000,0,1179,3,400,3,more than 30,more than 30,none,3 years,18 to 20,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
1180,Sep,2,Saturday,Honda,Urban,Tuesday,Sep,2,Male,Married,47,Policy Holder,Sport - Collision,Sport,more than 69000,0,1180,16,400,1,more than 30,more than 30,none,5 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
1181,Oct,2,Monday,Pontiac,Urban,Monday,Nov,3,Male,Single,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1181,5,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
1182,Oct,1,Monday,Mazda,Urban,Thursday,Dec,1,Male,Married,72,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1182,10,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils
1183,Feb,2,Friday,Mazda,Urban,Wednesday,Mar,1,Male,Single,18,Policy Holder,Sport - Collision,Sport,more than 69000,1,1183,2,400,2,more than 30,more than 30,none,5 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1994,Collision
1184,Feb,2,Friday,Pontiac,Rural,Monday,Feb,3,Male,Married,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1184,3,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,1 year,1 vehicle,1994,Liability
